NotCS,Introduction to Research
NotCS,Mendelian and Molecular Genetics
NotCS,Genetics Laboratory
NotCS,Cell Biology
NotCS,Cell Biology Laboratory
NotCS,Ecology and Evolution
NotCS,Homeostasis: The Physiology of Plants and Animals
NotCS,Comparative Vertebrate Anatomy
NotCS,Directed Instruction
NotCS,Honors Biology
NotCS,Developmental Biology
NotCS,Developmental Biology Laboratory
NotCS,General Ecology Laboratory
NotCS,History of Life
NotCS,General Microbiology
NotCS,Microbiology Laboratory
NotCS,Introductory Biochemistry
NotCS,Independent Research
NotCS,Laboratory in Electron Microscopy
NotCS,Biochemistry I
NotCS,Neuroscience I
NotCS,Cellular Neurobiology Laboratory
NotCS,Molecular Biology I
NotCS,Population Ecology
NotCS,Introduction to Ecology and Evolution I
NotCS,Seminar in Ecology and Evolution
NotCS,Special Topics in Biochemistry
NotCS,Topics in Neurobiology
NotCS,Research Seminar
NotCS,Introduction to Laboratory Research
NotCS,Special Topics in Biological Sciences
NotCS,Departmental Seminar
NotCS,Project Research
NotCS,Doctoral Thesis Research
NotCS,Medical Sciences and Human Pathophysiology
NotCS,Health Data Structures and Management
NotCS,Introduction to Health Informatics
NotCS,Information Systems for Health Information Management
NotCS,Management and Business Practices
NotCS,Information Sources in Biomedical  &amp; Health Information Sciences
NotCS,Methods in Qualitative Inquiry
NotCS,Legal and Social Issues in Health Informatics
NotCS,Health Care Information Systems I
NotCS,Health Care Information Security
NotCS,Health Information Systems Analysis and Design
NotCS,Knowledge Management in Healthcare Organizations
NotCS,Health Care I.T. Vendor Management
NotCS,Leadership Development in Health Informatics
NotCS,Practicum in Biomedical and Health Information Sciences
NotCS,Special Topics in Biomedical and Health Information Sciences
NotCS,Project Research in Biomedical and Health Information Sciences
NotCS,Research in Biomedical and Health Information Sciences
NotCS,Anatomical Visualization
NotCS,Computer Applications
NotCS,Instructional Design
NotCS,Advanced Graphic Design
NotCS,Surgical Illustration
NotCS,Computer Animation
NotCS,Simulators and Models
NotCS,Clinical Anaplastology
NotCS,Practicum in Biomedical Visualization
NotCS,Seminar in Biomedical Visualization
NotCS,Research in Biomedical Visualization
NotCS,Survey of Basic and Clinical Pharmacology I
NotCS,Undergraduate Research in Biopharmaceutical Sciences
NotCS,Special Topics of Current Interest in Biopharmaceutical Sciences
NotCS,Special Projects in Biopharmaceutical Sciences
NotCS,Adverse Drug Reactions
NotCS,Clinical Pharmacology I
NotCS,Biopharmaceutical Sciences I
NotCS,"Drug Discovery, Design and Development"
NotCS,Topics in Adverse Drug Reactions
NotCS,Psychoneuroimmunology
NotCS,Principles of  Pharmacogenomics
NotCS,Forensic Science: Survey and Foundations
NotCS,Physical Pattern Evidence Analysis
NotCS,Forensic Drug Analysis and Toxicology
NotCS,Topics in Specialty Forensic Examinations
NotCS,Special Topics in Forensic Science
NotCS,Forensic Science Residency
NotCS,Topics in Forensic Microscopy
NotCS,Forensic Science Internship
NotCS,Research in Biopharmaceutical Sciences
NotCS,Special Topics in Biopharmaceutical Sciences
NotCS,Independent Study in Forensic Science
NotCS,Forensic Science Project Research
NotCS,M.S. Thesis Research
NotCS,Dissertation Research
NotCS,Biostatistics I
NotCS,Introduction to Statistical Computing
NotCS,Biostatistics Methods I
NotCS,Biostatistics Laboratory
NotCS,Categorical Data Analysis
NotCS,Survival Analysis
NotCS,Longitudinal Data Analysis
NotCS,Biostatistical Consulting
NotCS,Advanced Statistical Inference
NotCS,Sp Topics in Biostatistics
NotCS,Biostatistics Research Seminar
NotCS,Business Administration Orientation
NotCS,Managerial Communication
NotCS,Business Internship Program
NotCS,Corporate Business Internship Program
NotCS,American Ways
NotCS,Urbana Registration
NotCS,Springfield Registration
NotCS,Catholic Thought: An Introduction
NotCS,The Divine Comedy
NotCS,Introduction To Thermodynamics
NotCS,Material and Energy Balances
NotCS,Chemical Engineering Thermodynamics
NotCS,Transport Phenomena I
NotCS,Chemical Engineering Laboratory I
NotCS,Chemical Engineering Laboratory II
NotCS,Transport Phenomena
NotCS,Biochemical Engineering
NotCS,Mathematical Methods In Chemical Engineering
NotCS,Selected Topics in Chemical Engineering
NotCS,Fluid Phase Equilibria
NotCS,Specialized Problems
NotCS,Advanced Topics in Chemical Engineering
NotCS,Seminar in Chemical Engineering Research
NotCS,M.S. Thesis Preparation
NotCS,Ph.D. Thesis Preparation
NotCS,Chemistry and Life
NotCS,Preparatory Chemistry
NotCS,General College Chemistry I
NotCS,General College Chemistry II
NotCS,Honors General Chemistry I
NotCS,Survey of Organic and Biochemistry
NotCS,Analytical Chemistry
NotCS,Organic Chemistry I
NotCS,Organic Chemistry Laboratory I
NotCS,Organic Chemistry II
NotCS,Application of Computers to Chemistry
NotCS,Intermediate Inorganic Chemistry
NotCS,Physical Chemistry I
NotCS,Physical Chemistry Laboratory
NotCS,Physical Chemistry for Biochemists
NotCS,Inorganic Chemistry II
NotCS,Intermediate Organic Chemistry
NotCS,Physical Chemistry III
NotCS,Educational Practice with Seminar I
NotCS,Educational Practice with Seminar II
NotCS,Teaching Methods in Chemistry
NotCS,Cooperative Chemistry Practice
NotCS,Supervised Research
NotCS,Faculty Research
NotCS,Advanced Inorganic Chemistry II
NotCS,Optical Spectroscopies in Analytical Chemistry
NotCS,Literature Seminar in Organic Chemistry
NotCS,Special Topics in Organic Chemistry
NotCS,Quantum Mechanics
NotCS,Advanced Biochemistry I
NotCS,Elementary Chinese I
NotCS,Intermediate Chinese I
NotCS,Statics
NotCS,Strength of Materials
NotCS,Structural Analysis I
NotCS,Introduction to Environmental Engineering
NotCS,Properties of Materials
NotCS,Materials for Manufacturing
NotCS,Behavior and Design of Metal Structures
NotCS,Transportation Engineering
NotCS,Soil Mechanics and Laboratory
NotCS,Mechanical Vibrations
NotCS,Advanced Design of Reinforced Concrete Structures
NotCS,Hydraulic Design
NotCS,Traffic Engineering and Design
NotCS,Chemistry for Environmental Professionals
NotCS,Water and Wastewater Analysis Laboratory
NotCS,Environmental Remediation Engineering
NotCS,Engineering Hydrology
NotCS,Energy Methods in Mechanics
NotCS,Finite Element Analysis I
NotCS,Thermodynamics of Materials
NotCS,Dynamics-Float Offshore Struct
NotCS,Special Problems
NotCS,Urban Travel Forecasting
NotCS,Pollution Prevention Engineering
NotCS,Air Quality Management II
NotCS,Theory of Vibrations II
NotCS,Bridge Design II
NotCS,Environmental Research Seminar
NotCS,"Advanced Special Topics in Civil Engineering, Mechanics and Materials"
NotCS,Greek Civilization
NotCS,Introduction to Classical Literature
NotCS,"Mediterranean Traditions: Family, Society and the Divine"
NotCS,Classical Etymology in the Life Sciences
NotCS,The Ancient World: Greece
NotCS,Greek Mythology
NotCS,Roman Satire and Rhetoric
NotCS,Independent Reading: Special Topics in Classics in Translation
NotCS,Seminar in Mediterranean Literature
NotCS,Advanced Topics in Classical Civilization
NotCS,Advanced Independent Study
NotCS,Chicago Obstetrics and Gynecology Clerkship
NotCS,Chicago Psychiatry Clerkship
NotCS,Chicago Pediatrics Clerkship
NotCS,Chicago Surgery Clerkship
NotCS,Chicago Medicine Clerkship
NotCS,Chicago Family Medicine Clerkship
NotCS,Essentials of Clinical Practice and Professionalism - Chicago
NotCS,Chicago Independent Study
NotCS,Chicago Fourth Year Elective Clerkships
NotCS,Medicine Sub-Internship - Chicago
NotCS,Interdisciplinary Generalist Curriculum Clinical Elective-Chicago
NotCS,Medical Decision Analysis - Chicago
NotCS,Peoria Obstetrics and Gynecology Clerkship
NotCS,Peoria Psychiatry Clerkship
NotCS,Peoria Pediatrics Clerkship
NotCS,Peoria Surgery Clerkship
NotCS,Peoria Medicine Clerkship
NotCS,Peoria Family Practice Clerkship
NotCS,Peoria Specialty Clerkship
NotCS,Peoria Independent Study
NotCS,Peoria Fourth Year Clerkships
NotCS,Pediatric Sub-Internship - Chicago
NotCS,Rockford Obstetrics and Gynecology Clerkship
NotCS,Rockford Psychiatry Clerkship
NotCS,Rockford Pediatrics Clerkship
NotCS,Rockford Surgery Clerkship
NotCS,Rockford Medicine Clerkship
NotCS,Family Medicine Clerkship - Rockford
NotCS,Rockford Independent Study
NotCS,Rockford Fourth Year Clerkships
NotCS,Interface Between Family Medicine and the Community - Rockford
NotCS,Rural Family Medicine Preceptorship - Rockford
NotCS,Urbana Obstetrics and Gynecology Clerkship
NotCS,Urbana Psychiatry Clerkship
NotCS,Urbana Pediatrics Clerkship
NotCS,Urbana Surgery Clerkship
NotCS,Urbana Medicine Clerkship
NotCS,Urbana Family Practice Clerkship
NotCS,Urbana Specialty Clerkship
NotCS,Urbana Independent Study
NotCS,Urbana Fourth Year Clerkships
NotCS,Medicine and Society - Urbana
NotCS,Chicago Elective Clerkship
NotCS,Neuroanatomy Teaching Elective
NotCS,Acute/Chronic Pain Management
NotCS,Anesthesiology
NotCS,Dermatology
NotCS,Emergency Medicine
NotCS,Clinical Toxicology
NotCS,Advanced Family Medicine
NotCS,Outpatient Family Medicine
NotCS,Primary Care Sports Medicine
NotCS,Advanced Medicine
NotCS,Ambulatory Medicine
NotCS,Cardiology
NotCS,Clinical Electrocardiography
NotCS,Coronary Care Unit
NotCS,Critical Care Medicine
NotCS,Echocardiography
NotCS,End of Life Care
NotCS,Endocrinology
NotCS,Gastroenterology
NotCS,Geriatric Medicine
NotCS,Hematology
NotCS,Hematology/Oncology
NotCS,Infectious Diseases
NotCS,Medical Oncology
NotCS,Nephrology (Adult)
NotCS,Occupational Medicine
NotCS,Palliative Medicine
NotCS,Primary Care Medicine
NotCS,Pulmonary Medicine
NotCS,Rheumatology
NotCS,Neurology
NotCS,Pediatric Neurology
NotCS,Neurosurgery
NotCS,Gynecologic Oncology
NotCS,Mat-Fet Med(A) Anteprtm Tract
NotCS,Maternal-Fetal Medicine
NotCS,Reproductive Endocrinology
NotCS,Women&#39;s Health
NotCS,Ophthalmology
NotCS,Orthopaedics
NotCS,Orthopaedic Surgery
NotCS,Sports Medicine
NotCS,Otolaryngology
NotCS,Head and Neck Surgery
NotCS,Clinical Path/Lab Medicine
NotCS,Surgical Pathology
NotCS,Pediatric Cardiology
NotCS,The Craniofacial Center
NotCS,Pediatric Critical Care
NotCS,Genetics
NotCS,Pediatric Hematology/Oncology
NotCS,Pulmonary/Allergy-Immunology
NotCS,Pediatric Infectious Diseases
NotCS,Neonatology
NotCS,Pediatric Nephrology
NotCS,Pediatric Surgery (Peds)
NotCS,Addictn Psy Consult/Lias Servc
NotCS,Addiction Psych Treatment Pgm
NotCS,Alcohol Depend &amp; Subst Abuse
NotCS,Child Psychiatry
NotCS,Consultation-Liason Psychiatry
NotCS,Neuropsychiatry
NotCS,Psychiatric Admitting Clinic
NotCS,Women&#39;s Mental Health
NotCS,Radiology
NotCS,Diagnostic Radiology
NotCS,Radiation Oncology
NotCS,Physical Medicine &amp; Rehab
NotCS,Clinical Breast Surgery
NotCS,Burn Surgery
NotCS,Cardiothoracic Surgery
NotCS,Colon and Rectal Surgery
NotCS,Organ Transplantation
NotCS,Pediatric Surgery (Surgery)
NotCS,Plastic&amp;Reconstructive Surgery
NotCS,Surgical Critical Care
NotCS,Surgical Oncology
NotCS,Trauma Surgery
NotCS,Trauma/Critical Care Surgery
NotCS,Vascular Surgery
NotCS,Urology
NotCS,History of Medicine
NotCS,Learning to be a Clin Teacher
NotCS,Lit&amp;Med:Portrait of Physicians
NotCS,Medical Ethics and Society
NotCS,Medical Practice-21st Century
NotCS,M4 Teaching Elective in ECM
NotCS,Obesity in Culture
NotCS,Senior Forum
NotCS,Special Topics Instructor
NotCS,Study Disabilities-Modrn Wrld
NotCS,Peoria Elective Clerkship
NotCS,Anesthesiology/Pain Mgmt
NotCS,Family Medicine Elect ive
NotCS,Family Medicine Sub-Internship
NotCS,International Health Elective
NotCS,Cardiovascular Diseases
NotCS,Hematology and Oncology
NotCS,Senior General Medicine
NotCS,Master Clinician Program
NotCS,Medicine Sub-I Elective
NotCS,Ofc Mgmt of Allergic Diseases
NotCS,Cerebral Vascular Disease
NotCS,Neuropathology
NotCS,Sleep Disorders
NotCS,Benign Operative Gynecology
NotCS,Mat-Fet Med(B) Lab/Delvry
NotCS,Repro Endocrin &amp; Infertility
NotCS,Clinical Pathology
NotCS,Forensic Pathology
NotCS,General Pathology
NotCS,Developmental Pediatrics
NotCS,Individualized Pediatrics
NotCS,Ambulatory Pediatrics
NotCS,Pediatric Endocrinology
NotCS,Pediatric Intensive Care Unit
NotCS,Pediatric Sub-I Elective
NotCS,Community Based Med-Peds
NotCS,Summer Camp-Kids w/Diabetes
NotCS,Research - Psychiatry
NotCS,Special Studies in Psychiatry
NotCS,Angiogrphy&amp;Intrvntnal Radiolgy
NotCS,Diagnostic Radiology(Advanced)
NotCS,Introduction to Oncology
NotCS,Neuroradiology
NotCS,Nuclear Medicine
NotCS,Pediatric Radiology
NotCS,Electrodiagnostic Medicine
NotCS,Rehabilitation Medicine
NotCS,Advanced General Surgery
NotCS,GI Surgery
NotCS,Pediatric Surgery
NotCS,Pediatric Urology
NotCS,Plastic Surgery
NotCS,Surgical Critical Care/Trauma
NotCS,Bacterial Infectious Diseases
NotCS,Clinical Pharmacology
NotCS,Critical Think-Scientific Meth
NotCS,Rockford Elective Clerkship
NotCS,Care for the Homeless
NotCS,Research-Family Practice
NotCS,Family Practice Elective
NotCS,Human Lactation
NotCS,Allergy/Asthma
NotCS,Nutrition
NotCS,Obstetrics/Gynecology
NotCS,Pathology-Forensic
NotCS,Pediatrics Sub-I Elective
NotCS,Pediatric Gastroenterology
NotCS,Pediatric Pulmonology
NotCS,General Psychiatry
NotCS,Physical Medicine&amp;Rehab
NotCS,General Surgery
NotCS,Thoracic/Cardiovasc Surgery
NotCS,Research-Neurophysiology
NotCS,Effcts/Carcins&amp;Anti-Cncr Drugs
NotCS,Urbana-Champaign Elective Clerkship
NotCS,Pain Management
NotCS,Family Medicine-Substance Abus
NotCS,Clinical Prev &amp; Occupnl Med
NotCS,Relational Medicine
NotCS,Allergy
NotCS,Cardiovascular Pathophysiology
NotCS,Clinical Endocrin-Metab-Nutr
NotCS,Hiatus Clerkship
NotCS,Insurance Medicine
NotCS,Internal Medicine Externship
NotCS,Rural Health
NotCS,African Medicine
NotCS,Geriatrics&amp;Palliative Care
NotCS,Obstetrics &amp; Gynecology
NotCS,Research-Ob/Gyn
NotCS,Ophthalmology (Retinal)
NotCS,Anatomic Pathology
NotCS,Directed Study in Pathology
NotCS,Pediatric Allergy
NotCS,Advanced Pediatrics
NotCS,Clinical Medical Genetics
NotCS,Psychiatric Clinical Elective
NotCS,Evidence-Based Psy Assess/Ther
NotCS,Diag Radiology &amp; Nuclear Med
NotCS,Thoracic Surg/Cardiovascular
NotCS,Advanced Surgery
NotCS,Oral and Maxillofacial Surg I
NotCS,Oral and Maxillofacial Surg II
NotCS,Research-Surgery
NotCS,Committee on Institutional Cooperation
NotCS,Fundamentals of Human Communication
NotCS,Introduction to Communication
NotCS,Introduction to Interpersonal Communication
NotCS,Introduction to Media
NotCS,Communication Technologies
NotCS,Statistics in Communication Research
NotCS,Communication Research
NotCS,Communication and Culture
NotCS,Interviewing and Communication
NotCS,Public Discourse Practice and Analysis
NotCS,Conflict and Communication
NotCS,Psychology of Language
NotCS,Organizations and Their Publics
NotCS,Seminar in Culture and Communication
NotCS,Seminar in Media and Communication
NotCS,Special Topics in Communication
NotCS,Introduction to Communication Research
NotCS,Seminar in Media Studies
NotCS,Advanced Special Topics in Communication
NotCS,Thesis Research
NotCS,Public Health Concepts and Practice
NotCS,Behavioral Sciences in Public Health
NotCS,Public Health Aspects of Sexuality and Women&#39;s Health
NotCS,Family Perspectives on Disability
NotCS,Public Health and Aging
NotCS,Community Assessment in Public Health
NotCS,Public Health Planning and Evaluation
NotCS,Introduction to Qualitative Methods in Public Health
NotCS,Introduction to Maternal and Child Health
NotCS,Research Methods in Community Health
NotCS,Survey Planning and Design
NotCS,Health Education and Health Promotion
NotCS,"Societal Analysis of Aging, Health and Health Care"
NotCS,Foundations of Public Health Inquiry
NotCS,Theory and Methods of Needs Assessment in Aging and Disability
NotCS,Community Organizing for Health
NotCS,MCH Seminar
CS,Computer Literacy
CS,Introduction to Computing
CS,Introduction to Programming
CS,Introduction to Computing and Programming
CS,Fortran Programming for Engineers with MatLab
CS,Data Structures and Discrete Mathematics I
CS,Data Structures and Discrete Mathematics II
CS,Computer Architecture I: Logic and Computer Structures
CS,Languages and Automata
CS,Computer Ethics
CS,Software Design
CS,Computer Architecture II: Hardware-Software Interface
CS,Practicum in Computer Science Presentations
CS,Operating Systems Concepts and Design
CS,Undergraduate Design/Research
CS,Computer Algorithms I
CS,Artificial Intelligence I
CS,Multimedia Computing
CS,Software Engineering I
CS,Distributed Object Programming Using Middleware
CS,Introduction to Networking
CS,Advanced Computer Architecture
CS,Object-Oriented Languages and Environments
CS,Programming Language Design
CS,Database Systems
CS,Computer Graphics I
CS,Seminar
CS,Computer Algorithms II
CS,Applied Graph Theory
CS,Expert Systems
CS,Multi-Media Systems
CS,Virtual Reality
CS,Advanced Topics in Software Engineering
CS,Distributed Computing Systems
CS,Neural Networks
CS,Query Processing in Database Systems
CS,Data Mining and Text Mining
CS,Data and Web Semantics
CS,Computer Systems Security
CS,Project Research
CS,M.S. Thesis Research
CS,Ph.D. Thesis Research
NotCS,Comprehensive Care I A
NotCS,Comprehensive Care II - B
NotCS,Comprehensive Care III-A
NotCS,Comprehensive Care III - B
NotCS,Comprehensive Care III
NotCS,Extramural Clinical Experience
NotCS,Comprehensive Care IV-B
NotCS,Dental Therapeutics
NotCS,Independent Study in Dentistry
NotCS,Practice Management II
NotCS,Foundations of Disability and Human Development
NotCS,Introduction to Disability Policy and Organization
NotCS,Introduction to Assistive Technology: Principles and Practice
NotCS,Topics in Disability Studies
NotCS,Concepts in Interdisciplinary Research on Disability
NotCS,"Computers, Communication and Controls in Rehabilitation Technology"
NotCS,Program Evaluation: Documenting the Impact of Human Services
NotCS,Disability and Culture
NotCS,Field Experience in Disability and Human Development
NotCS,Advanced Special Topics in Disability and Human Development
NotCS,Exploring the Earth&#39;s Surface
NotCS,Exploring the Earth&#39;s Interior
NotCS,Honors Earth and Environmental Sciences
NotCS,Mineralogy
NotCS,Plate Tectonics
NotCS,Surficial Processes
NotCS,Statistical Methods in Earth and Environmental Sciences
NotCS,Internship in the Earth and Environmental Sciences
NotCS,Advanced Geochemistry
NotCS,Aquatic Science
NotCS,Advanced Studies in Earth and Environmental Sciences
NotCS,Principles of Microeconomics
NotCS,Principles of Macroeconomics
NotCS,Principles of Economics for Business
NotCS,Microeconomics: Theory and Business Applications
NotCS,Microeconomics: Theory and Applications
NotCS,Macroeconomics in the World Economy: Theory and Applications
NotCS,Statistics for Economics
NotCS,Business Conditions Analysis
NotCS,Labor Economics
NotCS,Urban Economics
NotCS,International Economics
NotCS,Monetary Theory
NotCS,Introduction to Mathematical Microeconomics
NotCS,Econometrics
NotCS,Health Economics
NotCS,Introduction to Urban Real Estate
NotCS,Research and Writing in Economics
NotCS,Independent Study in Economics
NotCS,Real Estate Finance
NotCS,Real Estate Markets and Valuation
NotCS,Microeconomics I
NotCS,Macroeconomics I
NotCS,International Trade Policy
NotCS,Microeconomics for Business Decisions
NotCS,Labor Economics I
NotCS,Econometrics I
NotCS,Business Research and Forecasting I
NotCS,Economic Demography
NotCS,Internship Program
NotCS,Special Topics in Education
NotCS,Education Policy Foundations
NotCS,The Educative Process
NotCS,"Curriculum, Instruction and Evaluation in the Secondary School"
NotCS,Teaching Language and Literacy in Elementary School I
